Comuna;Tipo_Vivienda;N_Habitaciones;N_Baños;N_Estacionamientos;Total_Superficie_M2;Superficie_Construida_M2; Valor_UF ;Valor_CLP;Dirección;Quién_Vende;Corredor
Vitacura;Casa;5;;No;524;214;28490;820512000;Vitacura, Clínica Alemana;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;5;6;No;4000;650;52000;1497600000;Vitacura, Vía azul/lo curro;Propiedades Jose Fco. Montalva y Cía. Ltda.;Propiedades Jose Fco. Montalva y Cía. Ltda.
Vitacura;Casa;5;3;No;725;275;24700;711360000;Vitacura, Cobres de Vitacura;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;8;5;No;5180;1400;65000;1872000000;Vitacura, Lo curro;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;5;4;No;280;180;15500;446400000;Vitacura, Colegio aleman-geronimo de elderete;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;3;3;No;370;140;12900;371520000;Vitacura, Colegio Manquehue/Gémenis;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Vitacura;Casa;4;4;No;5000;345;40000;1152000000;Vitacura, Gran vía / vía roja;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;4;4;No;469;237;21000;604800000;Vitacura, Alianza francesa-luis carrera;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;3;3;No;280;200;19000;547200000;Vitacura, Los Laureles - Alonso de Córdova;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;2;2;No;300;100;11000;316800000;Vitacura, Entre Tupungato y Las Hualtatas;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;5;3;2;190;111;10500;302400000;Vitacura, Samotracia ,Lo Gallo,  Villa el Aromo;Marcia Rivera Fonseca;Marcia Rivera Fonseca
Vitacura;Casa;6;4;No;507;165;19096;549990000;Vitacura, Las hualtatas/kennedy;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Vitacura;Casa;4;2;No;351;148;14582;420000000;Vitacura, Blaise Cendrars / Geronimo de Alderete;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;5;4;No;370;180;15950;459360000;Vitacura, Vitacura;Vivaqui Propiedades;Vivaqui Propiedades
Vitacura;Casa;3;1;No;184;88;9900;285120000;Vitacura, Tranqueras con Vitacura;Walter Kraemer;Home Solutions
Vitacura;Casa;5;4;No;5000;416;45000;1296000000;Vitacura, Vía roja/gran vía;Francisco Vial Propiedades;Francisco Vial Propiedades
Vitacura;Casa;4;4;No;515;200;22000;633600000;Vitacura, Jardín del Este;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;5;3;No;724;275;23500;676800000;Vitacura, Av. Vitacura/Walter Scott;Luz Godoy Propiedades;Luz Godoy Propiedades
Vitacura;Casa;4;3;2;150;127;21000;604800000;Vitacura, 4d+3b+2est 150m2 Terreno 124m2 Útil Casa Costanera / El Mañio / Vitacura, Parque Bicentenario;Patricio Quijada;Vende Dueño/a
Vitacura;Casa;5;2;No;416;160;20300;584640000;Vitacura, Carlos Vaz Ferreira/Joaquin Cerda;Francisco Vial Propiedades;Francisco Vial Propiedades
Vitacura;Casa;3;3;No;210;140;13000;374400000;Vitacura, Apolo ii/sscc manquehue;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Vitacura;Casa;4;2;No;470;180;19096;550000000;Vitacura, Colegio Alemán- Manquehue;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;3;1;No;273;70;12240;352512000;Vitacura, Las Hualtatas/Louisiana;Claudia Lespinasse;Norbert Lui Propiedades
Vitacura;Casa;2;3;No;1250;442;42990;1238112000;Vitacura, Carolina Rabat/Colegio Huelén;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Vitacura;Casa;3;2;No;140;260;15700;452160000;Vitacura, francisco de aguirre/luis carrera;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;10;7;No;6000;600;47000;1353600000;Vitacura, Lo curro;Vivaqui Propiedades;Vivaqui Propiedades
Vitacura;Casa;6;2;No;355;155;17000;489600000;Vitacura, Padre Hurtado/Lo Beltrán;Evaristo Lillo;Evaristo Lillo
Vitacura;Casa;5;4;No;185;151;12700;365760000;Vitacura, La Llavería/Monseñor E. Balaguer;Vivaqui Propiedades;Vivaqui Propiedades
Vitacura;Casa;4;3;No;389;211;20000;576000000;Vitacura, Ibiza Candelaria Goyenechea;Vivaqui Propiedades;Vivaqui Propiedades
Vitacura;Casa;3;2;No;325;120;22000;633600000;Vitacura, Islas Galapagos/Vitacura;Francisco Vial Propiedades;Francisco Vial Propiedades
Vitacura;Casa;6;3;No;638;242;19900;573120000;Vitacura, Vitacura/Filomena Comas;RED Gestión Propiedades;Red Gestión Propiedades
Vitacura;Casa;5;3;No;338;230;18500;532800000;Vitacura, Lo Arcaya/Av. Vitacura;RED Gestión Propiedades;Red Gestión Propiedades
Vitacura;Casa;4;2;No;400;215;19890;572832000;Vitacura, Candelaria Goyenechea -Luis Carrera-Colegio La Maisonette;Cata Brochet Propiedades;Cata Brochet Propiedades
